O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
51-6011.00,Laundry and Dry-Cleaning Workers,12138,"Match sample colors, applying knowledge of bleaching agent and dye properties, and types, construction, conditions, and colors of articles.",Supplemental,80.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12126,"Inspect soiled articles to determine sources of stains, to locate color imperfections, and to identify items requiring special treatment.",Supplemental,80.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12133,"Operate machines that comb, dry and polish furs, clean, sterilize and fluff feathers and blankets, or roll and package towels.",Supplemental,79.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12142,"Iron or press articles, fabrics, and furs, using hand irons or pressing machines.",Supplemental,80.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12143,"Hang curtains, drapes, blankets, pants, and other garments on stretch frames to dry.",Supplemental,80.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12140,"Identify articles' fabrics and original dyes by sight and touch, or by testing samples with fire or chemical reagents.",Supplemental,78.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12147,Immerse articles in bleaching baths to strip colors.,Supplemental,82.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12134,"Spread soiled articles on work tables, and position stained portions over vacuum heads or on marble slabs.",Supplemental,79.0,07/2015,Incumbent
51-6021.00,"Pressers, Textile, Garment, and Related Materials",14056,Use covering cloths to prevent equipment from damaging delicate fabrics.,Supplemental,62.0,07/2017,Incumbent
51-6021.00,"Pressers, Textile, Garment, and Related Materials",14059,"Examine and measure finished articles to verify conformance to standards, using measuring devices such as tape measures and micrometers.",Supplemental,61.0,07/2017,Incumbent
51-6021.00,"Pressers, Textile, Garment, and Related Materials",14048,"Finish velvet garments by steaming them on bucks of hot-head presses or steam tables, and brushing pile (nap) with handbrushes.",Supplemental,59.0,07/2017,Incumbent
51-6021.00,"Pressers, Textile, Garment, and Related Materials",14061,"Measure fabric to specifications, cut uneven edges with shears, fold material, and press it with an iron to form a heading.",Supplemental,61.0,07/2017,Incumbent
51-6021.00,"Pressers, Textile, Garment, and Related Materials",14054,Insert heated metal forms into ties and touch up rough places with hand irons.,Supplemental,58.0,07/2017,Incumbent
51-6021.00,"Pressers, Textile, Garment, and Related Materials",14055,"Brush materials made of suede, leather, or felt to remove spots or to raise and smooth naps.",Supplemental,62.0,07/2017,Incumbent
51-6021.00,"Pressers, Textile, Garment, and Related Materials",14060,"Sew ends of new material to leaders or to ends of material in pressing machines, using sewing machines.",Supplemental,61.0,07/2017,Incumbent
51-6021.00,"Pressers, Textile, Garment, and Related Materials",14058,"Select, install, and adjust machine components, including pressing forms, rollers, and guides, using hoists and hand tools.",Supplemental,60.0,07/2017,Incumbent
51-6031.00,Sewing Machine Operators,12165,"Cut materials according to specifications, using blades, scissors, or electric knives.",Supplemental,107.0,07/2017,Incumbent
51-6031.00,Sewing Machine Operators,12156,"Inspect garments, and examine repair tags and markings on garments to locate defects or damage, and mark errors as necessary.",Supplemental,106.0,07/2017,Incumbent
51-6031.00,Sewing Machine Operators,12171,"Attach buttons, hooks, zippers, fasteners, or other accessories to fabric, using feeding hoppers or clamp holders.",Supplemental,105.0,07/2017,Incumbent
51-6031.00,Sewing Machine Operators,12168,"Position material or articles in clamps, templates, or hoop frames prior to automatic operation of machines.",Supplemental,102.0,07/2017,Incumbent
51-6031.00,Sewing Machine Operators,12174,Draw markings or pin appliques on fabric to obtain variations in design.,Supplemental,104.0,07/2017,Incumbent
51-6031.00,Sewing Machine Operators,12173,Tape or twist together thread or cord to repair breaks.,Supplemental,107.0,07/2017,Incumbent
51-6031.00,Sewing Machine Operators,12172,Baste edges of material to align and temporarily secure parts for final assembly.,Supplemental,104.0,07/2017,Incumbent
51-6031.00,Sewing Machine Operators,12167,Position and mark patterns on materials to prepare for sewing.,Supplemental,107.0,07/2017,Incumbent
51-6031.00,Sewing Machine Operators,12170,"Perform specialized or automatic sewing machine functions, such as buttonhole making or tacking.",Supplemental,105.0,07/2017,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14087,"Prepare inserts, heel pads, and lifts from casts of customers' feet.",Supplemental,48.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14067,"Dress and otherwise finish boots or shoes, as by trimming the edges of new soles and heels to the shoe shape.",Supplemental,49.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14069,"Attach insoles to shoe lasts, affix shoe uppers, and apply heels and outsoles.",Supplemental,47.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14076,Clean and polish shoes.,Supplemental,47.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14070,"Cement, nail, or sew soles and heels to shoes.",Supplemental,48.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14077,"Check the texture, color, and strength of leather to ensure that it is adequate for a particular purpose.",Supplemental,48.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14071,"Shape shoe heels with a knife, and sand them on a buffing wheel for smoothness.",Supplemental,48.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14075,"Place shoes on lasts to remove soles and heels, using knives or pliers.",Supplemental,49.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14072,"Repair or replace soles, heels, and other parts of footwear, using sewing, buffing and other shoe repair machines, materials, and equipment.",Supplemental,47.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14082,"Cut, insert, position, and secure paddings, cushioning, or linings, using stitches or glue.",Supplemental,48.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14068,"Estimate the costs of requested products or services such as custom footwear or footwear repair, and receive payment from customers.",Supplemental,46.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14083,"Draw patterns, using measurements, designs, plaster casts, or customer specifications, and position or outline patterns on work pieces.",Supplemental,48.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14086,Nail heel and toe cleats onto shoes.,Supplemental,47.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14088,"Re-sew seams, and replace handles and linings of suitcases or handbags.",Supplemental,48.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14085,"Stretch shoes, dampening parts and inserting and twisting parts, using an adjustable stretcher.",Supplemental,47.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14078,"Read prescriptions or specifications, and take measurements to establish the type of product to be made, using calipers, tape measures, or rules.",Supplemental,48.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14081,Attach accessories or ornamentation to decorate or protect products.,Supplemental,48.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14073,"Make, modify, and repair orthopedic or therapeutic footwear according to doctors' prescriptions, or modify existing footwear for people with foot problems and special needs.",Supplemental,48.0,08/2022,Incumbent
51-6041.00,Shoe and Leather Workers and Repairers,14066,"Select materials and patterns, and trace patterns onto materials to be cut out.",Supplemental,48.0,08/2022,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,14102,Fill shuttle spools with thread from a machine's bobbin winder by pressing a foot treadle.,Supplemental,53.0,08/2024,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,14104,"Staple sides of shoes, pressing a foot treadle to position and hold each shoe under the feeder of the machine.",Supplemental,53.0,08/2024,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,14098,Position dies on material in a manner that will obtain the maximum number of parts from each portion of material.,Supplemental,55.0,08/2024,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,14097,"Collect shoe parts from conveyer belts or racks and place them in machinery such as ovens or on molds for dressing, returning them to conveyers or racks to send them to the next work station.",Supplemental,53.0,08/2024,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,14095,"Turn setscrews on needle bars, and position required numbers of needles in stitching machines.",Supplemental,53.0,08/2024,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,14093,Turn screws to regulate size of staples.,Supplemental,54.0,08/2024,Incumbent
51-6042.00,Shoe Machine Operators and Tenders,14106,Hammer loose staples for proper attachment.,Supplemental,53.0,08/2024,Incumbent
51-6051.00,"Sewers, Hand",24001,"Fit garments on clients, altering as needed.",Supplemental,47.0,08/2024,Incumbent
51-6051.00,"Sewers, Hand",14113,"Smooth seams with heated irons, flat bones, or rubbing sticks.",Supplemental,46.0,08/2024,Incumbent
51-6051.00,"Sewers, Hand",14111,Draw and cut patterns according to specifications.,Supplemental,47.0,08/2024,Incumbent
51-6051.00,"Sewers, Hand",14112,"Fold, twist, stretch, or drape material, and secure articles in preparation for sewing.",Supplemental,46.0,08/2024,Incumbent
51-6051.00,"Sewers, Hand",14116,"Sew buttonholes, or add lace or other trimming.",Supplemental,47.0,08/2024,Incumbent
51-6051.00,"Sewers, Hand",14118,"Tie, knit, weave or knot ribbon, yarn, or decorative materials.",Supplemental,47.0,08/2024,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14136,"Sew ends of cloth together, by hand or using machines, to form endless lengths of cloth to facilitate processing.",Supplemental,48.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14142,Ravel seams that connect cloth ends when processing is completed.,Supplemental,47.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14131,Remove dyed articles from tanks and machines for drying and further processing.,Supplemental,49.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14132,"Study guides, charts, and specification sheets, and confer with supervisors to determine machine setup requirements.",Supplemental,49.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14125,"Prepare dyeing machines for production runs, and conduct test runs of machines to ensure their proper operation.",Supplemental,49.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14137,Key in processing instructions to program electronic equipment.,Supplemental,49.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14130,Test solutions used to process textile goods to detect variations from standards.,Supplemental,49.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14129,"Record production information such as fabric yardage processed, temperature readings, fabric tensions, and machine speeds.",Supplemental,48.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14139,Thread ends of cloth or twine through specified sections of equipment prior to processing.,Supplemental,49.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14140,"Mount rolls of cloth on machines, using hoists, or place textile goods in machines or pieces of equipment.",Supplemental,48.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14143,"Install, level, and align components such as gears, chains, dies, cutters, and needles.",Supplemental,49.0,08/2023,Incumbent
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,14141,"Perform machine maintenance, such as cleaning and oiling equipment, and repair or replace worn or defective parts.",Supplemental,48.0,08/2023,Incumbent
